bbox_gap_voxels,contact_fraction_r1,contact_fraction_r2,duplicate_score_r1,duplicate_score_r2,exact_voxel_iou,gt_false_split_pair,gt_instance_id,gt_instance_label,label_hist_cosine,left_index,left_label,left_uid,min_distance_m,right_index,right_label,right_uid,scene,voxel_size_m
0,0.056962025316455694,0.14556962025316456,0.0012662434404221619,0.003235955458856636,0.004689331770222743,False,,,0.022229607065189064,15,refrigerator,84ce19e7-54b7-4cde-a9d6-5b4de113ed8e,0.0,20,potted plant,c24d74d6-16cb-4111-b207-79e4c653454b,office0,0.1
0,0.0,0.022181146025878003,0.0,1.7011646714283677e-09,0.0,False,,,7.669417393689558e-08,15,refrigerator,84ce19e7-54b7-4cde-a9d6-5b4de113ed8e,0.30000000000000004,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,office0,0.1
1,0.0,0.15625,0.0,0.0,0.0,False,,,0.0,15,refrigerator,84ce19e7-54b7-4cde-a9d6-5b4de113ed8e,0.28284271247461906,23,paper bag,3c112d35-f177-4fae-8fde-d983c93e0169,office0,0.1
2,0.0,0.14814814814814814,0.0,0.0,0.0,False,,,0.0,15,refrigerator,84ce19e7-54b7-4cde-a9d6-5b4de113ed8e,0.30000000000000004,24,power outlet,61c35cbf-d0bc-4623-adc6-434dd0159dc7,office0,0.1
1,0.0,0.014251781472684086,0.0,0.0,0.0,False,,,0.0,15,refrigerator,84ce19e7-54b7-4cde-a9d6-5b4de113ed8e,0.28284271247461906,28,window,803f469d-7639-4541-a1d9-e7b503dfdda3,office0,0.1
0,0.08,0.92,0.07935556386974857,0.9125889845021086,0.0,False,,,0.9919445483718571,16,potted plant,e6680a1b-b804-4601-8d51-8ff31b1c5255,0.14142135623730953,20,potted plant,c24d74d6-16cb-4111-b207-79e4c653454b,office0,0.1
0,0.3333333333333333,0.7777777777777778,0.0,0.0,0.0,False,,,0.0,17,power outlet,ba978909-8c9f-40bf-a313-897fe724a871,0.1,20,potted plant,c24d74d6-16cb-4111-b207-79e4c653454b,office0,0.1
0,0.0,0.1111111111111111,0.0,0.11021606093020633,0.0,False,,,0.9919445483718571,19,potted plant,e001d156-eb97-421e-b8db-840ae462d701,0.28284271247461906,20,potted plant,c24d74d6-16cb-4111-b207-79e4c653454b,office0,0.1
0,0.5,1.0,5.3269240584120606e-05,0.00010653848116824121,0.0,False,,,0.00010653848116824121,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,0.14142135623730953,22,power outlet,8f4d542e-9aa7-42bc-b18a-e1eae2ddc61b,office0,0.1
1,0.0,0.0,0.0,0.0,0.0,False,,,2.312581829385054e-05,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,0.36055512754639896,23,paper bag,3c112d35-f177-4fae-8fde-d983c93e0169,office0,0.1
0,0.07407407407407407,0.3333333333333333,0.0,0.0,0.0,False,,,0.0,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,0.1,24,power outlet,61c35cbf-d0bc-4623-adc6-434dd0159dc7,office0,0.1
